gripper_x,gripper_y,gripper_z,gripper_q1,gripper_q2,gripper_q3,gripper_q4,can_x,can_y,can_z,can_q1,can_q2,can_q3,can_q4,gripper,,gripper_x,gripper_y,gripper_z,gripper_q1,gripper_q2,gripper_q3,gripper_q4,can_x,can_y,can_z,can_q1,can_q2,can_q3,can_q4,gripper
-0.840687215,0.846898854,1.562649846,-0.622850657,-0.259304971,0.223458797,-0.677092254,-0.008487409,0.066181459,0.314708829,-0.289048433,-0.262212127,0.624437273,0.643898547,0.294854343,,-0.852861822,0.856253982,1.481040001,-0.655938029,-0.148725405,0.119980298,-0.730226815,-0.02911156,0.070970356,0.2257227,-0.418355286,-0.326051414,0.580569327,0.617744684,0
-0.840425491,0.846464634,1.562119365,-0.62271136,-0.25899893,0.223538801,-0.676905632,-0.008604042,0.066078268,0.314565867,-0.289156526,-0.262072444,0.624070108,0.643832862,0.295108795,,-0.852865994,0.856253326,1.481016994,-0.65582782,-0.148715794,0.119948797,-0.730332971,-0.02911156,0.070970356,0.2257227,-0.418355703,-0.326051295,0.580569625,0.617744386,0
-0.840187013,0.846075833,1.561638713,-0.622582614,-0.258728087,0.22360535,-0.676735997,-0.008707027,0.065987021,0.314437777,-0.289248526,-0.261949629,0.623742044,0.643767536,0.295328259,,-0.852865815,0.856251776,1.48101294,-0.655826926,-0.148712799,0.119948603,-0.730334282,-0.02911156,0.070970356,0.2257227,-0.418355703,-0.326051295,0.580569625,0.617744386,0
-0.839970112,0.845727921,1.561204672,-0.622463822,-0.258488655,0.223660499,-0.6765818,-0.008797972,0.065906376,0.314323157,-0.289326817,-0.261841595,0.623449266,0.64370352,0.295517415,,-0.852864504,0.856252015,1.48101294,-0.655826807,-0.148712099,0.119949602,-0.730334401,-0.02911156,0.070970356,0.2257227,-0.418355703,-0.326051295,0.580569625,0.617744386,0
-0.839773178,0.845417202,1.560812593,-0.622354448,-0.258277118,0.223706052,-0.676442146,-0.008878189,0.065835133,0.314220667,-0.289393336,-0.261746645,0.623188257,0.643641412,0.295680285,,-0.852864385,0.856252015,1.48101294,-0.655826926,-0.148712099,0.119949602,-0.730334282,-0.02911162,0.070970297,0.225722596,-0.418355703,-0.326051205,0.580569625,0.617744327,0
-0.839594781,0.845139682,1.560459018,-0.622254312,-0.258090347,0.223743483,-0.676315784,-0.008948984,0.06577225,0.314129233,-0.289449692,-0.261663228,0.622955739,0.643581867,0.295820385,,-0.852864385,0.856252074,1.48101294,-0.655826986,-0.148711801,0.119949497,-0.730334282,-0.02911162,0.070970297,0.225722596,-0.418355703,-0.326051205,0.580569625,0.617744327,0
-0.839433312,0.844892144,1.560140967,-0.62216258,-0.25792551,0.223774105,-0.676201761,-0.009011384,0.065716736,0.314047635,-0.289497435,-0.261589974,0.622748733,0.643525302,0.295940876,,-0.852865219,0.856251776,1.48101294,-0.655825377,-0.148712099,0.119948499,-0.730335712,-0.02911162,0.070970297,0.225722596,-0.418355703,-0.326051205,0.580569625,0.617744327,0
-0.839287579,0.844671547,1.559855342,-0.622078896,-0.257780224,0.22379899,-0.676098764,-0.009066412,0.065667786,0.313974947,-0.289537728,-0.261525631,0.622564495,0.643471897,0.296044439,,-0.852865279,0.856251776,1.48101294,-0.655825377,-0.148711905,0.119948402,-0.730335772,-0.02911162,0.070970297,0.225722596,-0.418355703,-0.326051205,0.580569625,0.617744327,0
-0.839156151,0.84447521,1.559598446,-0.622002602,-0.257652104,0.223819137,-0.67600596,-0.009114894,0.065624654,0.313910246,-0.289571732,-0.261469215,0.622400939,0.643421769,0.29613331,,-0.852865219,0.856251776,1.48101294,-0.655825377,-0.148711801,0.119948298,-0.73033601,-0.02911162,0.070970297,0.225722596,-0.418355703,-0.326051205,0.580569625,0.617744327,0
-0.839037716,0.844300449,1.559368372,-0.621933281,-0.257539302,0.223835275,-0.675922573,-0.009157601,0.065586664,0.313852727,-0.289600343,-0.261419684,0.622255504,0.64337486,0.296209544,,-0.852865279,0.856251776,1.48101294,-0.655825496,-0.148711801,0.119948298,-0.73033601,-0.02911162,0.070970297,0.225722596,-0.418355703,-0.326051205,0.580569625,0.617744327,0
-0.838931203,0.844145,1.559161782,-0.621870458,-0.257439941,0.223848104,-0.67584753,-0.009195203,0.065553188,0.313801527,-0.289624363,-0.261376292,0.622126639,0.64333123,0.296274871,,-0.852865279,0.856251895,1.48101294,-0.655825615,-0.148711607,0.119948298,-0.730335712,-0.02911162,0.070970297,0.225722596,-0.418355703,-0.326051205,0.580569625,0.617744327,0
-0.838835657,0.844007134,1.558977246,-0.621813357,-0.257352591,0.223858163,-0.675780296,-0.009228338,0.065523766,0.313756138,-0.289644539,-0.261338204,0.622012198,0.643290818,0.296330869,,-0.852865279,0.856251895,1.48101294,-0.655825615,-0.148711607,0.119948298,-0.730335712,-0.02911162,0.070970297,0.225722596,-0.418355703,-0.326051205,0.580569625,0.617744327,0
-0.838749886,0.843884587,1.558812141,-0.621761858,-0.25727573,0.223866031,-0.675720036,-0.00925748,0.065497868,0.313715875,-0.289661378,-0.261304855,0.621910989,0.643253565,0.296378762,,-0.852865279,0.856251895,1.48101294,-0.655825615,-0.148711607,0.119948298,-0.730335712,-0.02911162,0.070970297,0.225722596,-0.418355703,-0.326051205,0.580569625,0.617744327,0
